rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,"Just Sit Back, Relax, and Chill with this Pair of Stainless Steel Thingamabobs! ❄️🥄","These shiny facial massage cryo sticks chill quickly, and I love that they come packaged within a clear plastic storage case with an instruction card! You can actually hear the anti-freeze/non-toxic liquid gel floating and bobbing around inside each stainless steel spoon/orb, and I love the ergonomic shape of each tool! The brightly colored turquoise handle tips help protect my fingers from the cold, and these futuristic-looking devices sit and balance nicely on various parts of my face! They do a great job of reducing swelling, puffiness, and fluid retention, and I think they’d make an affordable and unique gift for fans of at-home, cold therapy techniques! ☃️","[{'small_image_url': 'https://m.media-amazon.com/images/I/71bKcXTS4JL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71bKcXTS4JL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71bKcXTS4JL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71gHH7xGv5L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71gHH7xGv5L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71gHH7xGv5L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71qFuJzN9qL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71qFuJzN9qL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71qFuJzN9qL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0924GT395,B0924GT395,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1641155480823,1,False
5.0,I Couldn’t Be More Impressed! 💖,"I absolutely love this dual-headed face roller!! It’s gorgeously colored, easy to hold, attractively packaged, and competitively priced. I especially love using it after I’ve cleansed my skin and applied moisturizer, right before I start putting on my makeup. It instantly helps depuff my skin, and it seems to enhance the smooth coverage of every cream and foundation I use immediately afterwards. It has definitely become part of my daily skincare routine, and the aluminum alloy rollers are super smooth and manage to apply the perfect amount of weighted pressure!","[{'small_image_url': 'https://m.media-amazon.com/images/I/81fNprMsgrL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81fNprMsgrL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81fNprMsgrL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/913uZIcmIzL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/913uZIcmIzL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/913uZIcmIzL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91hZ9d7i87L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91hZ9d7i87L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91hZ9d7i87L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08RYN11N9,B08RYN11N9,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1637813050565,0,False
5.0,Sweet Scents and Pamper-Worthy Products! 🛁,"The lavender bath bomb and rose-scented bath bomb and soap bar all feature light, feminine scents that pair nicely with the included candle! The stainless steel cup seems well-constructed and nicely sized, and the various tools and bottle openers are an appreciated bonus. This boxed set is ready for gifting and even comes with a blank card that can be easily personalized to some lucky recipient. I think this grouped assortment offers a nice variety of different and relaxing products that most customers would enjoy!","[{'small_image_url': 'https://m.media-amazon.com/images/I/813pdijmDvL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/813pdijmDvL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/813pdijmDvL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/815GyUZZVrL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/815GyUZZVrL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/815GyUZZVrL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81DR56GGksL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81DR56GGksL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81DR56GGksL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81Vg1rao1uL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Vg1rao1uL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81Vg1rao1uL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81qqOFKCuFL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81qqOFKCuFL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81qqOFKCuFL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09GVHT2D3,B09GVHT2D3,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1636609755321,0,False
5.0,These Masks Leave My Hair So Smooth and Shiny! 👩🏼,"I’ve used many Korean face masks before but never a hair mask specifically! I love that the treatments come packaged in individual pouches (which makes them perfect for travel), and I like that they come as a boxed set. After shampooing my hair and brushing it straight, it tucks easily into one of these pre-filled bags, and it’s simple enough to squish and massage the conditioning product around. I usually keep one on for a couple of hours, and it seems like the body heat associated with activity and movement helps the essence really penetrate every strand.<br /><br />The attached straps are easy to affix and release, and the product washes out smoothly enough and manages to leave my hair super shiny too! I love that this formula contains a blend of kernel oil, fermented yeast extract, and soybean seeds because they mix nicely with all of the floral notes and botanical aromas! These deep-conditioning treatments seem to work wonders for my color-treated and often heat-styled hair!","[{'small_image_url': 'https://m.media-amazon.com/images/I/810hpN2DDDL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/810hpN2DDDL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/810hpN2DDDL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0868W34QW,B0868W34QW,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1634788179197,0,False
5.0,Do the Elasticized Twist! 🪐,"I like the details of the twist-front designs on these stretchy headbands, and all of the fabrics feel soft and lightweight. Each one is easy enough to wash, and they come in a wide range of attractive colors, so I usually leave a couple in my car for unexpected hikes and impromptu workout sessions. They’re also great for holding my hair back during morning and evening skincare sessions, so I’d gladly recommend this multicolored variety pack to others!","[{'small_image_url': 'https://m.media-amazon.com/images/I/811oWbOgScL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/811oWbOgScL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/811oWbOgScL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81kTT4uwd3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81kTT4uwd3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81kTT4uwd3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B093VL2JQQ,B093VL2JQQ,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1634703622638,0,False
5.0,Great for Scooping Up and Spreading Around Globs and Dollops of Face Stuff!,"I think this is a great set of utilitarian beauty tools! If you've ever tried to apply a goopy face mask with just your fingers (looking at you gold-infused charcoal paste), then you know the struggle that often comes with scooping up products and then trying to spread them evenly before they start to dry in place. These bendy silicone-tipped spatula brush sticks and paddles streamline the entire process!<br /><br />All of the tools are lightweight, easy to clean, and they seem to be fairly durable! I love the candy-colored palette of pastel hues, and the various textures and tips offer plenty of versatility and flexibility. They are also great for hygienically scooping up globs and dollops of various creams and moisturizers that need to be kept as sanitary as possible for repeated applications. I'd definitely recommend this tool set to others!","[{'small_image_url': 'https://m.media-amazon.com/images/I/81hkzSwQfIL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81hkzSwQfIL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81hkzSwQfIL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09766LY1D,B09766LY1D,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1634620228424,1,False
5.0,"Convenient, Discrete, and Easy To Use","These medical-grade silicone scar removal sheets are so versatile! Acne scars, burn scars, and post-surgical scars all benefit from the consistent application of this painless product, and I love that it’s a viable alternative to topically applied creams and gels. I love that the flexible material comes rolled up like tape, and I appreciate that it can be cut and trimmed into custom shapes and sizes. The chosen flesh tone would likely suit many users, so it at least provides a certain degree of modest skin camouflage.<br /><br />The silicone component brightens, hydrates, moisturizes, softens, and repairs damaged skin, so repeated use truly does seem to make a noticeable difference. Scars slowly start to fade as the skin regeneration process kicks into high gear, and these sheets are actually reusable, washable, flexible, breathable, and easy to apply!","[{'small_image_url': 'https://m.media-amazon.com/images/I/91mqaaFiIIL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91mqaaFiIIL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91mqaaFiIIL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09FDZTZ8Q,B09FDZTZ8Q,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1633493361989,1,False
4.0,A Nicely Varied Shade of Jade!,"I have tried and tested many rollers and scrapers recently, so I inspected this duo closely. The gold hardware on this dual-ended roller seems reliably attached, and both ends roll freely, but the larger end does seem to have a small issue that causes it to bump with each revolution, preventing the rolling motion from being completely smooth and silent. That being said, it still adequately applies smooth and even pressure to the face with each systematic use!<br /><br />The gua sha scraper exhibits some scattered scuffs and scrapes, and the edges and “v” angle have some rough, white areas they don’t look perfectly polished, but all natural stones have imperfections to some degree. This set comes attractively packaged, and it seems to be affordably priced, so it might be a great choice for consumers looking for a starter facial set!","[{'small_image_url': 'https://m.media-amazon.com/images/I/71DXKhoE8XL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71DXKhoE8XL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71DXKhoE8XL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81Ec6TuQIXL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Ec6TuQIXL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81Ec6TuQIXL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81ZdNahnH-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81ZdNahnH-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81ZdNahnH-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91kio6wqJEL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91kio6wqJEL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91kio6wqJEL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B098JXHFJJ,B098JXHFJJ,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1633300299293,0,False
5.0,Bee-Powered Skincare at its Finest! 🍯,"I’ve greatly enjoyed using this organic clover honey face mask! The texture is smooth and dreamy, and it seems to offer me a very nourishing skin treatment every time I use it. It rinses away cleanly after 20-30 minutes of wear, and I also love that this bee-powered skincare product is made in the USA, so I’d definitely recommend it to other consumers in search of a honey-infused facial concoction! Oh, and both the glass jar and paper box are recyclable, so it’s an eco-conscious pairing all around. 👍🏽♻️","[{'small_image_url': 'https://m.media-amazon.com/images/I/911jeQTCJiL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/911jeQTCJiL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/911jeQTCJiL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91zORzCzfcL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91zORzCzfcL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91zORzCzfcL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0971V4RL1,B0971V4RL1,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1633216734665,0,False
5.0,Such a Brightly Patterned Variety! 🌾🌻,"This multicolored variety pack of headbands is so eye-catching, and the entire set has been quite affordably priced! Each headband is lightweight, adorably designed, and universally sized, and the elastic portions along the back feel reliable and secure. The decorative plastic buttons on each side can sustain some pull, so I believe that they’re there to optionally provide a resting place for the ear loops of face masks. Regardless, I think all of the patterns are vivid and cute, so I’d gladly recommend these boho hair accessories to others!","[{'small_image_url': 'https://m.media-amazon.com/images/I/910+61Fb-EL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/910+61Fb-EL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/910+61Fb-EL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91mo+n1WbNL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91mo+n1WbNL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91mo+n1WbNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09BN5TYK5,B09BN5TYK5,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1632284565449,0,False
5.0,A Refreshing Botanical Cleanser! 🧡,"This foaming cleanser genuinely provides an oil-free approach to daily acne control. I like that it contains botanical extracts, and it seems to provide a gentle, yet thorough, clean! It’s nicely packaged, affordably priced, has a pleasant scent, a 2+ year shelf life, and it always leaves my skin feeling nourished, soft, and smooth. I’d recommend it to others without hesitation!","[{'small_image_url': 'https://m.media-amazon.com/images/I/917GSwiJ9iL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/917GSwiJ9iL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/917GSwiJ9iL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91oRFYRS4eL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91oRFYRS4eL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91oRFYRS4eL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0924896KW,B0924896KW,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1631484677201,0,False
4.0,What a “Cheeky” Product! 🍑,"I can honestly say that this was the first time I’ve ever applied a sheet mask to my behind, but I’m always up for testing out new and inventive skincare items! Each product pouch contains plenty of hydrating essence, and each of the two included sheet masks folds out to make a quarter moon shape. It is definitely a bit challenging to try and place them by yourself, since it requires trying to twist your body around to see a mirror, but they’d be super easy to “seat” properly if you had an extra hand.<br /><br />I will say that they do cling fairly well, and the essence feels nourishing, but the sheets ripple quickly with minor motions or movement. If you’re standing when you place them and then lie down on your stomach, they shift around and lose some of their clinging magnetism, causing little ridges and ripples in the cloth that are no longer in firm contact with the skin. Upon removal, the remaining liquid essence does easily absorb, so I didn’t experience any post-use stickiness or unpleasant residue, but I’m not entirely convinced the panthenol is a wonder ingredient.<br /><br />I’m sure the amino acid solution does firm, tone, and moisturize the skin to a certain degree, but it’s hard to really ascertain that after just one application, and since each pouch contains just one pair of treatment sheets, more of them would be required to determine if any noticeable benefits accumulated over time. Overall, I think this is an intriguing novelty item that many consumers might find humorous, so for that reason alone, I think it’s worth giving these a try!","[{'small_image_url': 'https://m.media-amazon.com/images/I/91qZVfcc8DL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91qZVfcc8DL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91qZVfcc8DL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09BR43CS5,B09BR43CS5,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1631396333149,3,False
5.0,Tea Tree Cleanliness That’s Perfectly Sized! 🌳,"This hand soap provides an effective and hygienic sense of all-natural clean! While I don’t readily detect a heady scent of lavender oil, I will say that an earthy tea tree scent is freshly omnipresent. I love that this is a vegan, cruelty-free product that’s been consciously sourced, packaged, and produced, and the included pump dispenser seems to be quite sturdy and reliable. I appreciate that the bottle arrived with a secure safety seal in place, and I definitely didn’t have any product leak out during shipment. There’s also an expiration date handily provided on the bottle’s base.<br /><br />This slippery, soapy gel solution creates a visible sudsing effect, and it feels quite hydrating overall! It rinses away cleanly and leaves my family’s hands feeling nice and soft every time. I love using essential oils to help provide a renewed sense of revitalization and freshness around my home, so I’m gladly adding this Canadian hand wash to my daily cleansing arsenal.","[{'small_image_url': 'https://m.media-amazon.com/images/I/91ZlQUduQeL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91ZlQUduQeL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91ZlQUduQeL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0932BXNKC,B0932BXNKC,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1630730370399,0,False
5.0,Stainless Steel Perfection!,"This is the first time I’ve ever used a stainless steel version of a gua sha scraper tool, but I’ve been decidedly pleased with the overall results! I love the super slick, shiny surface of this heart-shaped piece, and it’s always cool to the touch at room temperature. It’s comfortable to hold, has a very slim profile, and it always immediately provides a relaxing sense of rebalanced alignment. This gua sha tool also comes with a pink polishing cloth and a red leather storage pouch! The snap is secure and reliable, the stitching is straight, and the scraper device fits snugly inside. I’m really pleased with this product overall!","[{'small_image_url': 'https://m.media-amazon.com/images/I/91+ZpZfZYbL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91+ZpZfZYbL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91+ZpZfZYbL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91GWGQbeHFL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91GWGQbeHFL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91GWGQbeHFL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B097Q6DQCD,B097Q6DQCD,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1629763023330,0,False
4.0,Pearlescent Purple Pretties! Backing Cards Bent,"These do make affordably unique party favor gifts! The holographic print diamond ring designs are pretty, and I think the featured wording is memorable and cute! I will say that these hair coils are slightly larger than several others I’ve tried, so they don’t seem to be as tight and stretchy as the ones I’m generally used to, but they do make a nice “ring” design for the card, and the iridescent shade of purple is really attractive. Since they all come squashed together in a plastic bag with a slide zipper, they do move around and bend a lot. Because of that, 3 of the 7 decorative backing cards I received had obvious crinkles and bends across one bottom corner. They did flatten back out for the most part, but I still wish I’d received an entire set of pristine cards that were undamaged. They’d make great gifts for bachelorette parties or bridal shower events!","[{'small_image_url': 'https://m.media-amazon.com/images/I/81M7Bfn8qDL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81M7Bfn8qDL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81M7Bfn8qDL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81XAR7K4QUL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81XAR7K4QUL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81XAR7K4QUL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91-w7fsyR5L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91-w7fsyR5L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91-w7fsyR5L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B098HXPSV3,B098HXPSV3,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1629669965200,0,False
5.0,"Soft, Lightweight, Nice to Have on Hand! 🛁","This ivory-colored bath mitt comes packaged in a resealable pink pouch, and it’s super lightweight! The packaging says it is 100% natural silk, but it does look and feel more like a linen/cotton fabric. Regardless, it’s soft enough to be gentle, but just textured enough to provide some noticeable friction for exfoliation! It fits comfortably over my hand, and it’s simple enough to grip and hold and air dry after each use. It can be used alone with warm water, but I’ve used it in combination with several body scrubs and it further works to enhance the gritty benefits of all of my exfoliating sugar and salt concoctions. I’d recommend this natural glove for all skin types, and it can be used in conjunction with bath OR shower time. I’d realistically pay $12-$15 for it, but I’m pleased with its overall performance!","[{'small_image_url': 'https://m.media-amazon.com/images/I/91o00X0cDdL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91o00X0cDdL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91o00X0cDdL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B099NQM7MF,B099NQM7MF,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1629054964948,0,False
5.0,"Nourishing, Organic Cream from California!","Vitamin C is definitely an essential component of a healthy body and skincare routine, and I love that this smooth cream also contains shea butter, vitamin E oil, rosemary, jojoba oil, aloe vera, cocoa butter, and lavender essential oil. This lotion has a pleasant scent, and it seems to work great with overnight applications. It leaves my skin feeling hydrated and moisturized the next morning, and it has even helped diminish the appearance of minor blemishes over time. I love that this product is USDA-certified organic and that it’s made in small batches in the USA! The tub comes adequately sealed with a clearly marked expiration date, and I think it’s affordably priced for the results it provides. 🌤","[{'small_image_url': 'https://m.media-amazon.com/images/I/813+3sgLApL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/813+3sgLApL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/813+3sgLApL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08Z2TZTMY,B08Z2TZTMY,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1627012363828,2,False
5.0,Pale Pink Perfection! 🌸,"I love this skincare set! The pale pink rose quartz hue is such a pretty shade, and the paired duo arrives safely nestled within a cushioned pillow of foam cutouts. The dual-ended roller exhibits smooth and silent movement, and the gua sha stone is perfectly sized and comfortable to hold! The warm gold metal hardware pieces complement the pink color beautifully, and the overall craftsmanship of this set is impressive. This product would make a chic and affordable gift for yourself or a loved one!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81P2UjkjkJL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81P2UjkjkJL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81P2UjkjkJL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81zTw-3J6wL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81zTw-3J6wL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81zTw-3J6wL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0919SX5DN,B0919SX5DN,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1626758945482,0,False
5.0,"Each Portable Pouch Contains a Clear, Floral-Scented Gel!","The blend of royal jelly, botanical, and floral extracts gives this Korean beauty essence a nice ingredient profile, and the overall scent is pleasingly fresh and sweet. Each of the pouches has a small twist-off cap and the liquid contents are clear (and seem to have a high water content). The spread solution initially dries a little stickier than I’d prefer it to (stickier than a well-absorbed moisturizing lotion would), but the eventual result feels hydrating overall. Due to the compact size and flattened shape, these pouches would be great for travel. Especially after a day at the beach!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81tlHZKzZWL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81tlHZKzZWL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81tlHZKzZWL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08R2MJJV3,B08R2MJJV3,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1623708059221,0,False
4.0,The Fabric Tends to Ripple Somewhat,"These nipple covers aren't perfect in every way, but they do offer some reassuring coverage! I do like that they come in 2 different shapes, and I like that they’re super lightweight and easily portable. The satin coverings are soft and smooth, and the light beige hue is an acceptable shade that would complement several skin tones. I will say that the paper backings don’t peel off smoothly every time, and the fabric has a slight tendency to wrinkle and ripple, so the covers don’t stay completely flat throughout the entire duration of wear. The rippled texture is still somewhat visible under t-shirts, the edges are slightly detectable, and I think I’d have to layer two of them together to really ensure full coverage. I’ve had no adverse reactions to the adhesive component, they peel off easily, and I even wore a pair while sweating in the summer heat in Texas, and they stayed firmly in place.",[],B08JJC9594,B08JJC9594,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1623701272153,0,False
5.0,Hydrating and Delightfully Scented Bits of Eye Gold! 🤩,"This boxed set of smooth, golden eye mask pairs is totally fabulous! Each pair comes individually packaged, making this collected group of beauty accessories excellent swag-bag additions or party favor gifts! The included serum feels incredibly hydrating and smells absolutely divine. I’ve used several different brands of similar eye masks, and these are noticeably thicker and more substantial than every other pair I’ve tried! Even at room temperature, they instantly provide a cooling sensation when applied to the face. They adhere well to skin, but due to their weight and size, they do have a slight tendency to slip downward with gravity. For that reason, I suggest lying flat or reclining while wearing them, so that they stay as close to the lower lash line as possible. Each package still contains some extra serum after the eye masks are removed, so I massage that residual liquid onto my neck for added moisture potential. The combination of hyaluronic acid, collagen, and 24k nanogold particles leaves my under eye area feeling incredibly hydrated and refreshed. Consistent use of this product helps combat fine lines, puffiness, and dark circles over time, so I’m thrilled the whole set is so affordable! I couldn’t be more pleased with this product.","[{'small_image_url': 'https://m.media-amazon.com/images/I/91uZe5QV7AL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91uZe5QV7AL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91uZe5QV7AL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B093YZRFLW,B093YZRFLW,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1623105219553,0,False
5.0,A Great Way To Start the Day! 🍊💦,"This face wash provides an invigorating sense of clean with a burst of fresh citrus zing! I love that it contains aloe vera, vitamin C, rose hip oil, and lemon and orange peels! 🍋 It goes on smoothly, rinses off easily, and seems to have an ideal consistency. I have gladly added this vegan product to my daily skincare regimen, and I’d order it again without hesitation. It provides smoothing, hydrating, radiant results and it smells incredibly delightful!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81qNeWO+nqL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81qNeWO+nqL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81qNeWO+nqL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08KFKKPBB,B08KFKKPBB,AFTLUVGQWKW6XSQ5TB6UER5Q263A,1621788041474,0,False
