main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
All Beauty,"Miracu 4 Pack Lined Satin Shower Caps, Double Layers Waterproof Bath Cap Elastic Reusable Salon Spa Shower Hat for Women",3.7,77,[],[],None,"{'hi_res': array([None, None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/617Bjr8K98L.jpg',
       'https://m.media-amazon.com/images/I/61yPBBXq-KL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/617Bjr8K98L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61yPBBXq-KL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.29 x 7.72 x 1.73 inches; 3.84 Ounces"", ""Item model number"": ""M015-shower cap-bodian-4""}",B0786WXVBL,,,
All Beauty,"Bold Men, Mens Hair Gel""Casual Hold"" 100ml, Mens Styling Gel",4.0,19,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71mlCrcT1CL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81twZK069ML._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81DvzVHPXpL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81Pn1qhzTML._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81uh-ReeF1L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71qdS-3OZOL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41nP53jgtLL.jpg',
       'https://m.media-amazon.com/images/I/51r1O6gFSuL.jpg',
       'https://m.media-amazon.com/images/I/51nmoc87T9L.jpg',
       'https://m.media-amazon.com/images/I/51q7GUWsh7L.jpg',
       'https://m.media-amazon.com/images/I/51N1zsdlCaL.jpg',
       'https://m.media-amazon.com/images/I/41LwXSlUzsL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41nP53jgtLL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51r1O6gFSuL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51nmoc87T9L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51q7GUWsh7L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51N1zsdlCaL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41LwXSlUzsL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",BOLD MEN,[],"{""Hair Type"": ""All, Dry, Curly, Thick, Thin"", ""Material Type Free"": ""Alcohol Free"", ""Scent"": ""Natural"", ""Liquid Volume"": ""100 Milliliters"", ""Item Form"": ""Gel"", ""Product Dimensions"": ""2.36 x 2.36 x 2.36 inches; 4.16 Ounces"", ""Item model number"": ""793611800243"", ""UPC"": ""793611800243""}",B08JP74M51,,,
All Beauty,"AuroTrends Makeup Remover Towel,2 Pack Reusable Chemical-free Microfiber Makeup Remover Cloths,Magically and Gently Wipe Away Cosmetics,Sunscreen,Oil and Dirt,Set of 2 (Pink+Black)",4.1,99,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/61HhQrvpMjL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61OoaI97j4L._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/71ZMEh9V9wL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61JfnSfPufL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61MudEMPnAL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/71+dnkowSqL._SL1199_.jpg',
       'https://m.media-amazon.com/images/I/61wHRCPN6+L._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61ElWQtypXL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61eIaxJjxjL._SL1024_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41cv0fP9+kL.jpg',
       'https://m.media-amazon.com/images/I/41vcn4J2s8L.jpg',
       'https://m.media-amazon.com/images/I/51LX3t2I9hL.jpg',
       'https://m.media-amazon.com/images/I/51yV8Q7+x-L.jpg',
       'https://m.media-amazon.com/images/I/51jhpEUpSvL.jpg',
       'https://m.media-amazon.com/images/I/513HLZ+6A+L.jpg',
       'https://m.media-amazon.com/images/I/412kotn3eAL.jpg',
       'https://m.media-amazon.com/images/I/411542Fh+xL.jpg',
       'https://m.media-amazon.com/images/I/415jAoMFjpL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41cv0fP9+kL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41vcn4J2s8L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51LX3t2I9hL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51yV8Q7+x-L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51jhpEUpSvL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/513HLZ+6A+L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/412kotn3eAL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/411542Fh+xL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/415jAoMFjpL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06', 'PT07',
       'PT08'], dtype=object)}","{'title': array(['Wow! It really works!', ' Ericalol95 Beauty and Reviews',
       'AuroTrends Makeup Remove Towel',
       'AuroTrends Makeup Remover Towel'], dtype=object), 'url': array(['https://www.amazon.com/vdp/b27081bcd78c4e1dbbe0221eea6bf7a9?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/ff0f2569a7f7468d8126f7694c411381?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/0a1b7734debb4e408c85a8519bf9c858?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/e9578b621d8f477ca87c68fa912ac42d?ref=dp_vse_rvc_3'],
      dtype=object), 'user_id': array(['', '', '', ''], dtype=object)}",AuroTrends,[],"{""Brand"": ""AuroTrends"", ""Skin Type"": ""All"", ""Material Feature"": ""Reusable"", ""Unit Count"": ""2.0 Count"", ""Number of Items"": ""2"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""7.52 x 2.72 x 1.42 inches; 6.4 Ounces""}",B071R2QPF3,,,
All Beauty,Moon Tattoo Stickers 19style Totem Temporary Tattoos Star Tattoo Stickers,4.1,151,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/81dlPITqzUL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81dlPITqzUL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81IPkz03YvL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/516PElXP1rL.jpg',
       'https://m.media-amazon.com/images/I/516PElXP1rL.jpg',
       'https://m.media-amazon.com/images/I/51b4CKPswXL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/516PElXP1rL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/516PElXP1rL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51b4CKPswXL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Temporary Tattoos,[],"{""Brand"": ""Temporary Tattoos"", ""Size"": ""19 Piece Set"", ""Water Resistance Level"": ""Water Resistant"", ""Pattern"": ""Stars"", ""Number of Pieces"": ""19"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.91 x 0.39 x 3.94 inches; 0.32 Ounces"", ""Item model number"": ""YM-K029"", ""UPC"": ""695262972709""}",B009WFVG66,,,
All Beauty,Vlasy 28inch 25g/lot Pre bonded Nail Tip Human Hair Extensions Straight Keratin Fusion U Tip Hair Natural Black Hair Extensions 1B# UTip Hair(1B#),3.5,8,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71F8QM2I+7L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61sUDwKHrDL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61PiBZbOFKL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71L9KE87RdS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71zKphRfrEL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71AeInd5BEL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61GRx4pKePL._SL1000_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51qzhXl+hwL.jpg',
       'https://m.media-amazon.com/images/I/41GW7MAhpHL.jpg',
       'https://m.media-amazon.com/images/I/31OBbZgvrsL.jpg',
       'https://m.media-amazon.com/images/I/51Y0cFVPa-S.jpg',
       'https://m.media-amazon.com/images/I/41q2Fk8YJPL.jpg',
       'https://m.media-amazon.com/images/I/51gEf4w5SWL.jpg',
       'https://m.media-amazon.com/images/I/51XQKKbYr1L.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51qzhXl+hwL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41GW7MAhpHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31OBbZgvrsL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Y0cFVPa-S._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41q2Fk8YJPL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51gEf4w5SWL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51XQKKbYr1L._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Vlasy,[],"{""Brand"": ""Vlasy"", ""Material"": ""Human Hair"", ""Extension Length"": ""28 Inches"", ""Style"": ""Straight"", ""Hair Type"": ""Straight"", ""Package Dimensions"": ""13.23 x 4.21 x 0.59 inches; 1.76 Ounces"", ""UPC"": ""705814050097""}",B07W6LBB2H,,,
All Beauty,"COSMETEA White Tea Super Moisture Toner with Vitamin C, Niacinamide & Amino Acids-Anti-oxidants|Korean Skin Care",5.0,12,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/51exAFZLI6L._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61bfoXMaUEL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/51hUf558yIL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61YVecYNnmL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/71HKfdYEenL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/51mfbHEZdDL._SL1000_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31FnY8XpZHL.jpg',
       'https://m.media-amazon.com/images/I/51J9BcUvePL.jpg',
       'https://m.media-amazon.com/images/I/41lAJQxr09L.jpg',
       'https://m.media-amazon.com/images/I/51Nsv1cL+lL.jpg',
       'https://m.media-amazon.com/images/I/51gT8zmfvIL.jpg',
       'https://m.media-amazon.com/images/I/41XY6egme2L.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31FnY8XpZHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51J9BcUvePL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41lAJQxr09L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Nsv1cL+lL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51gT8zmfvIL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41XY6egme2L._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array(['Cosmetea Toner can hydrate your dry lines'], dtype=object), 'url': array(['https://www.amazon.com/vdp/07c7db4e52cd408faf0ebb63d4446ec2?ref=dp_vse_rvc_0'],
      dtype=object), 'user_id': array([''], dtype=object)}",Cosmetea,[],"{""Brand"": ""Cosmetea"", ""Item Form"": ""Lotion"", ""Skin Type"": ""Dry"", ""Product Benefits"": ""Hydrated,Hydrate"", ""Material Feature"": ""Natural"", ""Package Dimensions"": ""6.8 x 2.4 x 2.3 inches; 8.78 Ounces"", ""Manufacturer"": ""COSMAX, INC.""}",B07YTWPT2J,,,
All Beauty,"QIC 4D Silk Fiber Lash Mascara, Fiber Mascara, Waterproof Mascara, Natural Thick Thickening and Lengthening Mascara Lasting All Day, Waterproof, Smudge Proof Eyelashes",3.7,43,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71Y6qyHW-XL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71CurJdLXEL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/71q-s+jd2eL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/712mgCei6zL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61tushUYjlL._SL1200_.jpg',
       None,
       'https://m.media-amazon.com/images/I/81tU6WNJy4L._SL1200_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51F55plrCxL.jpg',
       'https://m.media-amazon.com/images/I/61YguEboPrL.jpg',
       'https://m.media-amazon.com/images/I/51u8w9b+TRL.jpg',
       'https://m.media-amazon.com/images/I/511AVNSjCnL.jpg',
       'https://m.media-amazon.com/images/I/5167Pyf9KJL.jpg',
       'https://m.media-amazon.com/images/I/51Wten1Q9-L.jpg',
       'https://m.media-amazon.com/images/I/613qKTOZXvL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51F55plrCxL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61YguEboPrL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51u8w9b+TRL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/511AVNSjCnL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/5167Pyf9KJL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Wten1Q9-L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/613qKTOZXvL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Joruby,[],"{""Special Feature"": ""Smudge Proof, Waterproof"", ""Brand"": ""Joruby"", ""Specialty"": ""Waterproof"", ""Unit Count"": ""1.00 Count"", ""Package Information"": ""Tube"", ""Package Dimensions"": ""5.1 x 2 x 1 inches; 0.63 Ounces""}",B083G2PVX3,,,
All Beauty,10 PCS Women Headbands Elastic Soft Hair Bands Solid Color Non Slip Sweat Hair Wrap Yoga Sport Head Band for Girls,4.0,53,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/81-JY9T45hS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81LyPLchLUS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81Z+9R5+gPS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81Yq93AMGUS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/51r5k91mXPS._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61EdVeENryS._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/81PSHKr+ZYS._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51pBr25wsXS.jpg',
       'https://m.media-amazon.com/images/I/419eS1tLkJS.jpg',
       'https://m.media-amazon.com/images/I/518WeYIbPxS.jpg',
       'https://m.media-amazon.com/images/I/51YLZCzxUlS.jpg',
       'https://m.media-amazon.com/images/I/412dVnPyFWS.jpg',
       'https://m.media-amazon.com/images/I/51fcYvqGoNS.jpg',
       'https://m.media-amazon.com/images/I/41C+iCOzdgS.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51pBr25wsXS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/419eS1tLkJS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/518WeYIbPxS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51YLZCzxUlS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/412dVnPyFWS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51fcYvqGoNS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41C+iCOzdgS._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Jesries,[],"{""Age Range (Description)"": ""Adult"", ""Occasion"": ""Wedding, Birthday"", ""Material"": ""Polyester"", ""Fabric Type"": ""Polyester,Spandex"", ""Number of Items"": ""10"", ""Package Dimensions"": ""9.49 x 8.07 x 1.38 inches; 6.74 Ounces"", ""Item model number"": ""133-2104WHZDDB-10a""}",B093VL2JQQ,,,
All Beauty,"Cancun Collection Cacao Body Bronzer – Superfood Infused Sunless Tanning Lotion with Cacao 5.1 fl.oz, For Instant Tan in 1 minute.",3.8,39,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/51xf7lYy+LL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/51yq6Rn-VCL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61EPSx-5RHL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61D3MHKeY+L._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61EiRg-A32L._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61T+IJ1RHnL._SL1000_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31vkVcpsCEL.jpg',
       'https://m.media-amazon.com/images/I/41zIZBwxrLL.jpg',
       'https://m.media-amazon.com/images/I/511FSp8V0QL.jpg',
       'https://m.media-amazon.com/images/I/51m1BFKU3yL.jpg',
       'https://m.media-amazon.com/images/I/51CBiFfd+jL.jpg',
       'https://m.media-amazon.com/images/I/51JGYuLl0FL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31vkVcpsCEL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41zIZBwxrLL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/511FSp8V0QL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51m1BFKU3yL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51CBiFfd+jL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51JGYuLl0FL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Cancun Collection,[],"{""Item Form"": ""Lotion"", ""Skin Type"": ""All"", ""Brand"": ""Cancun Collection"", ""Skin Tone"": ""All"", ""Material Feature"": ""Antioxidant"", ""Package Dimensions"": ""5.1 x 4.6 x 1 inches; 14.39 Ounces"", ""UPC"": ""659436986640""}",B07SV4HTMC,,,
All Beauty,Workman's Friend Ultimate Hand Care Bundle,4.5,41,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71e-VPhGDhL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/81jN7GYY5ZL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81lg-LRxH1L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/811l9lq8LCL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71-5sowAO5L._SL1200_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51AsZiWjQYL.jpg',
       'https://m.media-amazon.com/images/I/41X7ozf1vwL.jpg',
       'https://m.media-amazon.com/images/I/41YOP2FCCRL.jpg',
       'https://m.media-amazon.com/images/I/51W-js7sIhL.jpg',
       'https://m.media-amazon.com/images/I/511iehQCz3L.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51AsZiWjQYL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41X7ozf1vwL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41YOP2FCCRL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51W-js7sIhL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/511iehQCz3L._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",WORKMAN'S FRIEND,[],"{""Package Dimensions"": ""9 x 4.5 x 2.3 inches; 1.3 Pounds"", ""UPC"": ""023857030709""}",B082VKPJV5,,,
All Beauty,"Vitamin C Serum For Face, Topical Facial Serum With Hyaluronic Acid, Vitamin E, Best Organic Anti Aging Anti Wrinkle Moisturizer Serum For Face, Neck Decollete, 1 fl oz",4.1,184,"['Advanced Antioxidant Serum - An indispensable nutrient for collagen production, vitamin C synergistically blends with Botanical Hyaluronic Acid and Vitamin E in this advanced formula designed to target the most common signs of aging including brightness, firmness, fine lines, wrinkles, dark spots & sun spots.'
 'THE DIFFERENCE in skin treated with Vitamin C Serum is striking. Brighter, fresher looking skin, improved tone and clarity, smaller pores, less breakouts, fine lines and dark spots.'
 'Plant Based Formulation - Free of synthetic color additives, fragrance, and stabilizers, dynamic active botanicals like Aloe Vera, MSM, Botanical Hyaluronic Acid, Witch Hazel and organic Jojoba oil combine in a silky smooth serum that can be used day or night.'
 'POWERFUL ANTI-AGING BENEFITS: Vitamn C Moisturizer Serum is proven to stimulate collagen and reduce fine lines and wrinkles. Brightens and smoothes skin for a more radiant and youthful complexion. Powerful antioxidants neutralize free radicals to prevent and reverse sun damage and fade sun spots and discoloration. The powerful serum is not just for face, neck & décolleté, it also reduces eye puffiness, bags,crows feet, and dark circles, couple to lift and firm eye area'
 'MORE THAN JUST ANTI-AGING: In addition to its powerful anti-aging properties from Vitamin C, BUOCEANS Vitamin C Serum has helped to shrink pores, clear up acne, prevent breakouts, and minimize the appearance of acne scars.']","[""Drop A Decade From Your Face from using our Vitamin C Serum Enjoy radiant, youthful skin again with our potent blend of ingredients, professionally formulated using the highest quality Vitamin C, E, and Hyaluronic Acid available. Vitamin C has been shown to be a very effective treatment at reversing the effects of time and environmental damage to the skin. Notice brighter, smoother skin! As the Vitamin C serum penetrates deep into your skin, you can feel confident knowing you are reversing skin aging and preventing further damage at the same time. You deserve to have young, beautiful skin at any age, and now you can! The Anti-Aging Power Of Vitamin C Our Vitamin C Moisturizer Serum replenishes your skin's vitamin C levels to give you these benefits: - Increases the production of collagen to bring back skin's natural elasticity and counteract fine lines and wrinkles. Great for Face, Neck & Décolleté and Eye Areas. - Powerful antioxidant properties from Vitamin C neutralizes free radical to reverse damage caused by the sun, pollutants, and cigarette smoke - Protects your skin from UV damage such as age spots, discoloration, and fine lines - Improves skin texture to give you a smoother, brighter complexion - Combined with Vitamin E and Hyaluronic Acid for extra powerful anti-aging effects - Powerful Eye Serum to reduce reduce eye puffiness, bags,crows feet, and dark circles, couple to lift and firm eye area""]",None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71M6IA5pjvL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71sr+n0UZ3L._SL1001_.jpg',
       None, None,
       'https://m.media-amazon.com/images/I/618J6aG-CUL._SL1001_.jpg',
       None,
       'https://m.media-amazon.com/images/I/71AcPFpnmFL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71tQUy6L3gL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71+I6zOLjtL._SL1001_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51KV9IxbbYL.jpg',
       'https://m.media-amazon.com/images/I/61CWwiygo8L.jpg',
       'https://m.media-amazon.com/images/I/51r++lp4-oL.jpg',
       'https://m.media-amazon.com/images/I/51HFyHX1ZuL.jpg',
       'https://m.media-amazon.com/images/I/51siX-XDYTL.jpg',
       'https://m.media-amazon.com/images/I/51lDUwXU8qL.jpg',
       'https://m.media-amazon.com/images/I/61pK0I2YufL.jpg',
       'https://m.media-amazon.com/images/I/51rDUoejHuL.jpg',
       'https://m.media-amazon.com/images/I/612eN7pjYDL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51KV9IxbbYL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61CWwiygo8L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51r++lp4-oL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51HFyHX1ZuL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51siX-XDYTL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51lDUwXU8qL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61pK0I2YufL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51rDUoejHuL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/612eN7pjYDL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06', 'PT07',
       'PT08'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Adhope,[],"{""Brand"": ""Adhope"", ""Color"": ""White"", ""Material"": ""Plastic"", ""Power Source"": ""AC, DC"", ""Capacity"": ""300 Milliliters"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""3.94 x 3.94 x 5.12 inches; 1 Pounds"", ""Department"": ""Aroma Diffusers Humidifier"", ""UPC"": ""682821981593"", ""Manufacturer"": ""Bel Air Naturals""}",B017XD9GP6,,,
